"Sens Factor =-1.898dB, SERNO: 7200660"
"Auto-generated 90-degree calibration file"
396.406	0.0705
401.341	0.0629
406.337	0.0554
411.395	0.0483
416.517	0.0419
421.702	0.0361
426.951	0.0311
432.266	0.0267
437.648	0.0225
443.096	0.0187
448.612	0.0149
454.196	0.0113
459.851	0.0079
465.575	0.0046
471.371	0.0016
477.239	-0.0009
483.180	-0.0028
489.195	-0.0042
495.285	-0.0049
501.450	-0.0050
507.693	-0.0046
514.013	-0.0036
520.412	-0.0022
526.890	-0.0004
533.449	0.0017
540.090	0.0041
546.814	0.0067
553.621	0.0095
560.513	0.0124
567.490	0.0154
574.555	0.0186
581.707	0.0219
588.949	0.0253
596.281	0.0287
603.703	0.0320
611.219	0.0351
618.828	0.0378
626.531	0.0399
634.331	0.0417
642.228	0.0431
650.222	0.0444
658.317	0.0459
666.512	0.0474
674.809	0.0486
683.210	0.0494
691.715	0.0497
700.326	0.0492
709.044	0.0481
717.871	0.0465
726.807	0.0445
735.855	0.0424
745.016	0.0401
754.290	0.0379
763.680	0.0355
773.187	0.0327
782.812	0.0300
792.557	0.0272
802.424	0.0245
812.413	0.0218
822.526	0.0189
832.766	0.0160
843.133	0.0133
853.629	0.0105
864.255	0.0076
875.014	0.0048
885.907	0.0021
896.935	-0.0005
908.101	-0.0031
919.406	-0.0056
930.851	-0.0080
942.439	-0.0105
954.171	-0.0129
966.049	-0.0153
978.076	-0.0177
990.251	-0.0199
1002.579	-0.0220
1015.060	-0.0238
1027.696	-0.0256
1040.489	-0.0274
1053.442	-0.0289
1066.556	-0.0305
1079.833	-0.0320
1093.276	-0.0335
1106.886	-0.0352
1120.665	-0.0368
1134.616	-0.0386
1148.741	-0.0404
1163.041	-0.0421
1177.519	-0.0437
1192.178	-0.0450
1207.019	-0.0461
1222.045	-0.0470
1237.258	-0.0476
1252.660	-0.0479
1268.254	-0.0479
1284.042	-0.0478
1300.027	-0.0476
1316.211	-0.0470
1332.596	-0.0464
1349.185	-0.0457
1365.981	-0.0452
1382.985	-0.0447
1400.202	-0.0441
1417.633	-0.0435
1435.280	-0.0425
1453.148	-0.0417
1471.238	-0.0406
1489.553	-0.0393
1508.096	-0.0379
1526.870	-0.0363
1545.877	-0.0343
1565.121	-0.0321
1584.605	-0.0299
1604.332	-0.0275
1624.303	-0.0252
1644.524	-0.0229
1664.996	-0.0206
1685.723	-0.0183
1706.708	-0.0160
1727.955	-0.0143
1749.466	-0.0125
1771.244	-0.0105
1793.294	-0.0082
1815.618	-0.0055
1838.221	-0.0022
1861.104	0.0012
1884.272	0.0051
1907.729	0.0093
1931.478	0.0131
1955.523	0.0168
1979.866	0.0207
2004.513	0.0247
2029.467	0.0286
2054.731	0.0325
2080.310	0.0366
2106.207	0.0408
2132.427	0.0452
2158.973	0.0497
2185.849	0.0542
2213.060	0.0589
2240.610	0.0639
2268.503	0.0690
2296.743	0.0743
2325.334	0.0801
2354.282	0.0860
2383.590	0.0924
2413.262	0.0994
2443.305	0.1068
2473.721	0.1147
2504.515	0.1231
2535.693	0.1319
2567.260	0.1408
2599.219	0.1496
2631.576	0.1586
2664.335	0.1678
2697.503	0.1772
2731.084	0.1869
2765.082	0.1971
2799.504	0.2075
2834.354	0.2183
2869.638	0.2294
2905.362	0.2401
2941.530	0.2510
2978.148	0.2622
3015.222	0.2734
3052.758	0.2848
3090.761	0.2962
3129.237	0.3076
3168.192	0.3192
3207.632	0.3310
3247.563	0.3426
3287.991	0.3541
3328.923	0.3658
3370.364	0.3775
3412.320	0.3893
3454.799	0.4009
3497.807	0.4122
3541.351	0.4232
3585.436	0.4335
3630.070	0.4430
3675.260	0.4518
3721.012	0.4600
3767.334	0.4682
3814.233	0.4763
3861.715	0.4843
3909.789	0.4921
3958.460	0.4997
4007.738	0.5069
4057.630	0.5136
4108.142	0.5195
4159.283	0.5253
4211.061	0.5313
4263.483	0.5375
4316.559	0.5441
4370.294	0.5511
4424.699	0.5580
4479.781	0.5648
4535.548	0.5715
4592.010	0.5775
4649.175	0.5830
4707.051	0.5878
4765.648	0.5920
4824.975	0.5956
4885.039	0.5973
4945.852	0.5985
5007.421	0.5996
5069.757	0.6003
5132.870	0.6006
5196.768	0.5996
5261.460	0.5984
5326.959	0.5969
5393.273	0.5951
5460.413	0.5929
5528.388	0.5905
5597.209	0.5879
5666.887	0.5853
5737.433	0.5829
5808.857	0.5813
5881.169	0.5804
5954.383	0.5802
6028.507	0.5808
6103.555	0.5820
6179.536	0.5836
6256.464	0.5853
6334.349	0.5873
6413.204	0.5894
6493.040	0.5915
6573.870	0.5935
6655.706	0.5957
6738.562	0.5982
6822.448	0.6017
6907.379	0.6061
6993.367	0.6106
7080.426	0.6148
7168.568	0.6190
7257.808	0.6238
7348.158	0.6305
7439.633	0.6379
7532.248	0.6460
7626.015	0.6546
7720.949	0.6651
7817.065	0.6775
7914.377	0.6913
8012.901	0.7067
8112.652	0.7227
8213.645	0.7396
8315.894	0.7561
8419.416	0.7717
8524.228	0.7865
8630.343	0.8004
8737.780	0.8138
8846.555	0.8270
8956.683	0.8400
9068.182	0.8527
9181.069	0.8650
9295.362	0.8769
9411.078	0.8878
9528.233	0.8970
9646.849	0.9042
9766.939	0.9081
9888.525	0.9091
10011.625	0.9077
10136.257	0.9036
10262.440	0.8971
10390.195	0.8893
10519.540	0.8784
10650.495	0.8647
10783.080	0.8482
10917.316	0.8288
11053.223	0.8066
11190.821	0.7811
11330.133	0.7519
11471.179	0.7190
11613.980	0.6837
11758.561	0.6458
11904.939	0.6045
12053.141	0.5588
12203.188	0.5087
12355.102	0.4547
12508.907	0.3965
12664.627	0.3339
12822.286	0.2663
12981.907	0.1937
13143.516	0.1155
13307.136	0.0310
13472.793	-0.0598
13640.512	-0.1557
13810.319	-0.2557
13982.240	-0.3586
14156.302	-0.4646
14332.529	-0.5728
14510.951	-0.6828
14691.595	-0.7941
14874.486	-0.9078
15059.655	-1.0240
15247.129	-1.1427
15436.937	-1.2635
15629.106	-1.3858
15823.669	-1.5083
16020.654	-1.6321
16220.091	-1.7564
16422.010	-1.8809
16626.443	-2.0058
16833.422	-2.1314
17042.977	-2.2581
17255.141	-2.3863
17469.945	-2.5159
17687.424	-2.6475
17907.609	-2.7480
18130.537	-2.8499
18356.240	-2.9528
18584.752	-3.0570
18816.107	-3.1630
19050.346	-3.2709
19287.498	-3.3808
19527.604	-3.4929
19770.697	-3.6067
20016.816	-3.7217
